Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax_5%,Total,Date,Time,Payment,COGS,Gross_Margin_Percentage,Gross_Income,Rating
376-30-4671,A,Yangon,Member,Female,Sports and travel,33.12,1,1.656,34.776,21-05-2024,11:52:00,Cash,33.12,4.7619,1.656,5.1
962-69-1273,A,Yangon,Normal,Female,Food and beverages,22.73,2,2.273,47.733,03-03-2024,15:54:00,Ewallet,45.46,4.7619,2.273,6.5
703-64-5435,A,Yangon,Member,Female,Electronic accessories,21.22,3,3.183,66.843,30-04-2024,12:48:00,Cash,63.66,4.7619,3.183,4.1
896-46-1825,C,Naypyitaw,Member,Female,Health and beauty,17.22,2,1.722,36.162,13-02-2024,12:37:00,Ewallet,34.44,4.7619,1.722,6
673-59-9973,A,Yangon,Normal,Male,Fashion accessories,94.48,7,33.068,694.428,15-03-2024,18:17:00,Ewallet,661.36,4.7619,33.068,7.2
949-19-6816,B,Mandalay,Member,Male,Fashion accessories,10.09,4,2.018,42.378,31-03-2024,19:18:00,Credit card,40.36,4.7619,2.018,6.7
583-35-8398,C,Naypyitaw,Member,Male,Food and beverages,56.64,6,16.992,356.832,17-02-2024,18:40:00,Ewallet,339.84,4.7619,16.992,6
572-52-7056,A,Yangon,Normal,Male,Food and beverages,73.23,1,3.6615,76.8915,21-02-2024,10:29:00,Credit card,73.23,4.7619,3.6615,5.2
976-66-2378,B,Mandalay,Normal,Male,Sports and travel,15.82,2,1.582,33.222,05-06-2024,14:25:00,Credit card,31.64,4.7619,1.582,7
211-69-1945,B,Mandalay,Normal,Female,Electronic accessories,26,10,13,273,11-02-2024,17:43:00,Ewallet,260,4.7619,13,9.5
991-20-6839,A,Yangon,Normal,Male,Home and lifestyle,71.98,6,21.594,453.474,16-01-2024,11:21:00,Ewallet,431.88,4.7619,21.594,7.9
434-51-1458,A,Yangon,Normal,Male,Food and beverages,91.02,6,27.306,573.426,25-01-2024,12:25:00,Ewallet,546.12,4.7619,27.306,9.3
689-98-8547,C,Naypyitaw,Normal,Male,Sports and travel,70.18,3,10.527,221.067,07-06-2024,19:27:00,Cash,210.54,4.7619,10.527,6.2
571-75-9440,C,Naypyitaw,Member,Male,Health and beauty,31.95,5,7.9875,167.7375,25-03-2024,16:40:00,Ewallet,159.75,4.7619,7.9875,4.4
586-64-4591,C,Naypyitaw,Member,Male,Home and lifestyle,39.44,7,13.804,289.884,15-02-2024,18:54:00,Credit card,276.08,4.7619,13.804,8.2
832-78-1470,A,Yangon,Normal,Female,Home and lifestyle,36.41,9,16.3845,344.0745,15-05-2024,12:15:00,Cash,327.69,4.7619,16.3845,9.6
328-37-6777,C,Naypyitaw,Normal,Male,Health and beauty,94.69,6,28.407,596.547,03-05-2024,16:32:00,Ewallet,568.14,4.7619,28.407,9.8
262-10-6177,B,Mandalay,Normal,Female,Home and lifestyle,85.18,8,34.072,715.512,12-04-2024,12:59:00,Credit card,681.44,4.7619,34.072,5.3
948-67-1416,B,Mandalay,Member,Male,Electronic accessories,43.47,6,13.041,273.861,18-02-2024,14:03:00,Cash,260.82,4.7619,13.041,9.3
417-24-8066,A,Yangon,Member,Female,Food and beverages,65.14,2,6.514,136.794,18-02-2024,18:54:00,Cash,130.28,4.7619,6.514,5.9
197-80-1443,B,Mandalay,Normal,Female,Electronic accessories,10.46,3,1.569,32.949,24-04-2024,17:43:00,Credit card,31.38,4.7619,1.569,8.6
472-85-4771,B,Mandalay,Member,Male,Food and beverages,70.06,5,17.515,367.815,28-05-2024,20:32:00,Credit card,350.3,4.7619,17.515,9.2
412-59-4185,C,Naypyitaw,Normal,Male,Electronic accessories,72.52,4,14.504,304.584,17-03-2024,15:28:00,Ewallet,290.08,4.7619,14.504,4.7
443-84-3112,B,Mandalay,Member,Male,Home and lifestyle,99.93,10,49.965,1049.265,03-01-2024,17:59:00,Credit card,999.3,4.7619,49.965,8
988-25-2871,A,Yangon,Normal,Male,Food and beverages,77.36,6,23.208,487.368,21-05-2024,11:31:00,Credit card,464.16,4.7619,23.208,9
789-26-3702,C,Naypyitaw,Member,Female,Food and beverages,76.53,10,38.265,803.565,30-01-2024,11:27:00,Credit card,765.3,4.7619,38.265,10
910-60-4531,C,Naypyitaw,Member,Male,Electronic accessories,77.91,10,38.955,818.055,16-01-2024,14:14:00,Credit card,779.1,4.7619,38.955,6.9
596-47-1026,A,Yangon,Normal,Female,Fashion accessories,49.33,2,4.933,103.593,12-02-2024,11:33:00,Ewallet,98.66,4.7619,4.933,9.1
103-10-9777,C,Naypyitaw,Member,Female,Food and beverages,66.76,10,33.38,700.98,14-04-2024,11:32:00,Credit card,667.6,4.7619,33.38,5.3
528-75-9362,C,Naypyitaw,Member,Female,Sports and travel,32.97,8,13.188,276.948,06-01-2024,16:46:00,Credit card,263.76,4.7619,13.188,8
845-84-6963,B,Mandalay,Normal,Male,Electronic accessories,10.47,3,1.5705,32.9805,21-02-2024,17:21:00,Ewallet,31.41,4.7619,1.5705,4.9
505-89-1100,B,Mandalay,Normal,Male,Home and lifestyle,26.31,10,13.155,276.255,02-01-2024,20:10:00,Credit card,263.1,4.7619,13.155,5
963-72-9368,C,Naypyitaw,Member,Female,Food and beverages,71.7,9,32.265,677.565,28-03-2024,13:50:00,Cash,645.3,4.7619,32.265,9.5
940-56-6872,A,Yangon,Member,Female,Food and beverages,73.19,7,25.6165,537.9465,15-02-2024,16:26:00,Ewallet,512.33,4.7619,25.6165,4.9
864-35-5295,B,Mandalay,Normal,Female,Food and beverages,48.27,1,2.4135,50.6835,01-05-2024,12:27:00,Credit card,48.27,4.7619,2.4135,5.7
555-71-7095,B,Mandalay,Member,Male,Electronic accessories,21.9,7,7.665,160.965,29-05-2024,20:17:00,Ewallet,153.3,4.7619,7.665,9
481-69-7196,A,Yangon,Member,Female,Electronic accessories,79.04,8,31.616,663.936,01-05-2024,18:29:00,Ewallet,632.32,4.7619,31.616,4.5
645-27-7550,C,Naypyitaw,Member,Female,Food and beverages,86.8,10,43.4,911.4,03-05-2024,16:27:00,Credit card,868,4.7619,43.4,6.7
263-50-4072,A,Yangon,Normal,Female,Electronic accessories,90.54,6,27.162,570.402,21-06-2024,17:33:00,Ewallet,543.24,4.7619,27.162,5.2
977-56-1763,B,Mandalay,Normal,Female,Health and beauty,95.33,9,42.8985,900.8685,20-02-2024,18:45:00,Credit card,857.97,4.7619,42.8985,9
262-27-3937,C,Naypyitaw,Member,Female,Food and beverages,79.66,9,35.847,752.787,26-01-2024,18:21:00,Credit card,716.94,4.7619,35.847,8.7
430-26-2382,A,Yangon,Member,Male,Health and beauty,61.01,6,18.303,384.363,02-06-2024,19:05:00,Ewallet,366.06,4.7619,18.303,9.2
385-89-3665,B,Mandalay,Normal,Female,Home and lifestyle,95.5,3,14.325,300.825,03-01-2024,13:39:00,Credit card,286.5,4.7619,14.325,6.9
777-27-6213,B,Mandalay,Member,Female,Electronic accessories,84.36,4,16.872,354.312,23-06-2024,12:27:00,Cash,337.44,4.7619,16.872,5.6
902-19-7828,B,Mandalay,Member,Male,Home and lifestyle,36.62,7,12.817,269.157,21-01-2024,13:28:00,Cash,256.34,4.7619,12.817,7.6
746-28-7069,B,Mandalay,Member,Female,Electronic accessories,43.01,7,15.0535,316.1235,10-03-2024,12:38:00,Credit card,301.07,4.7619,15.0535,5.3
514-84-5070,A,Yangon,Normal,Male,Electronic accessories,22.75,8,9.1,191.1,28-01-2024,10:43:00,Ewallet,182,4.7619,9.1,9.4
697-92-8452,C,Naypyitaw,Normal,Male,Health and beauty,31.56,7,11.046,231.966,09-03-2024,18:24:00,Ewallet,220.92,4.7619,11.046,9.2
863-79-3740,A,Yangon,Normal,Male,Home and lifestyle,35.88,10,17.94,376.74,16-02-2024,16:25:00,Cash,358.8,4.7619,17.94,8.7
682-20-2042,A,Yangon,Member,Male,Electronic accessories,73.85,1,3.6925,77.5425,29-06-2024,18:09:00,Ewallet,73.85,4.7619,3.6925,9
485-13-4535,B,Mandalay,Member,Male,Electronic accessories,74.3,8,29.72,624.12,08-05-2024,12:11:00,Credit card,594.4,4.7619,29.72,7.8
714-42-8275,C,Naypyitaw,Normal,Male,Health and beauty,72.15,4,14.43,303.03,02-03-2024,18:31:00,Cash,288.6,4.7619,14.43,8.1
747-88-3891,C,Naypyitaw,Normal,Male,Electronic accessories,49.1,7,17.185,360.885,23-06-2024,17:39:00,Ewallet,343.7,4.7619,17.185,7.3
779-24-6489,A,Yangon,Member,Male,Fashion accessories,62.12,1,3.106,65.226,26-03-2024,10:58:00,Cash,62.12,4.7619,3.106,7.9
771-12-1885,A,Yangon,Member,Female,Fashion accessories,17.68,5,4.42,92.82,02-01-2024,13:45:00,Ewallet,88.4,4.7619,4.42,6.1
554-29-5512,B,Mandalay,Member,Female,Sports and travel,31.41,8,12.564,263.844,24-01-2024,18:21:00,Cash,251.28,4.7619,12.564,4.1
593-87-5294,C,Naypyitaw,Member,Female,Home and lifestyle,30.12,1,1.506,31.626,26-06-2024,18:45:00,Ewallet,30.12,4.7619,1.506,8.1
137-23-1743,A,Yangon,Member,Male,Sports and travel,45.35,7,15.8725,333.3225,23-01-2024,16:19:00,Cash,317.45,4.7619,15.8725,6.5
798-25-4234,A,Yangon,Member,Male,Sports and travel,87.32,4,17.464,366.744,21-02-2024,18:05:00,Cash,349.28,4.7619,17.464,7.4
535-61-5253,C,Naypyitaw,Member,Female,Electronic accessories,60.37,3,9.0555,190.1655,12-05-2024,12:06:00,Cash,181.11,4.7619,9.0555,7.1
663-98-9433,A,Yangon,Member,Female,Sports and travel,94.47,4,18.894,396.774,08-02-2024,12:48:00,Cash,377.88,4.7619,18.894,6.9
915-85-7004,C,Naypyitaw,Normal,Female,Food and beverages,25.41,9,11.4345,240.1245,20-05-2024,13:54:00,Ewallet,228.69,4.7619,11.4345,8.2
435-49-8912,B,Mandalay,Member,Male,Electronic accessories,32.1,1,1.605,33.705,16-04-2024,17:04:00,Credit card,32.1,4.7619,1.605,5.3
943-21-7167,C,Naypyitaw,Normal,Male,Fashion accessories,71.46,9,32.157,675.297,11-03-2024,18:33:00,Credit card,643.14,4.7619,32.157,7
221-93-6512,A,Yangon,Normal,Female,Sports and travel,66.04,3,9.906,208.026,23-04-2024,18:17:00,Ewallet,198.12,4.7619,9.906,6.2
527-18-2366,B,Mandalay,Normal,Female,Health and beauty,45.02,7,15.757,330.897,09-05-2024,17:38:00,Cash,315.14,4.7619,15.757,9.2
364-89-8131,C,Naypyitaw,Member,Female,Electronic accessories,36.69,3,5.5035,115.5735,13-06-2024,11:09:00,Cash,110.07,4.7619,5.5035,7
541-24-9411,C,Naypyitaw,Member,Male,Fashion accessories,35.37,2,3.537,74.277,24-06-2024,18:23:00,Credit card,70.74,4.7619,3.537,8
974-40-9137,A,Yangon,Member,Female,Sports and travel,16.84,5,4.21,88.41,21-05-2024,19:41:00,Cash,84.2,4.7619,4.21,4.3
363-97-8555,B,Mandalay,Normal,Male,Health and beauty,18.09,9,8.1405,170.9505,12-06-2024,12:19:00,Ewallet,162.81,4.7619,8.1405,4.1
802-75-7717,B,Mandalay,Member,Male,Fashion accessories,84.38,6,25.314,531.594,25-06-2024,14:49:00,Ewallet,506.28,4.7619,25.314,9.5
355-62-9120,C,Naypyitaw,Member,Female,Electronic accessories,92.79,6,27.837,584.577,02-03-2024,10:56:00,Credit card,556.74,4.7619,27.837,6.7
781-88-4287,C,Naypyitaw,Member,Male,Fashion accessories,10.09,6,3.027,63.567,16-06-2024,16:42:00,Ewallet,60.54,4.7619,3.027,5.1
561-57-5434,B,Mandalay,Normal,Female,Sports and travel,72.42,4,14.484,304.164,01-01-2024,18:46:00,Credit card,289.68,4.7619,14.484,7.9
552-86-6750,A,Yangon,Member,Male,Sports and travel,42.35,2,4.235,88.935,31-03-2024,11:52:00,Credit card,84.7,4.7619,4.235,7.3
384-72-2950,A,Yangon,Member,Male,Sports and travel,35.19,9,15.8355,332.5455,17-06-2024,13:14:00,Cash,316.71,4.7619,15.8355,9
890-99-4368,A,Yangon,Member,Female,Health and beauty,20.72,10,10.36,217.56,27-02-2024,13:51:00,Credit card,207.2,4.7619,10.36,9.2
847-50-9929,A,Yangon,Member,Female,Health and beauty,40.1,9,18.045,378.945,12-05-2024,13:50:00,Cash,360.9,4.7619,18.045,4.4
272-25-4078,C,Naypyitaw,Normal,Female,Food and beverages,86.54,7,30.289,636.069,26-06-2024,16:35:00,Cash,605.78,4.7619,30.289,4.5
204-93-3496,C,Naypyitaw,Member,Female,Electronic accessories,14.52,8,5.808,121.968,05-04-2024,17:09:00,Cash,116.16,4.7619,5.808,8.7
791-30-8391,C,Naypyitaw,Normal,Female,Fashion accessories,55.72,2,5.572,117.012,05-01-2024,17:04:00,Ewallet,111.44,4.7619,5.572,7.7
768-33-8879,A,Yangon,Normal,Female,Sports and travel,56.87,3,8.5305,179.1405,10-03-2024,13:18:00,Cash,170.61,4.7619,8.5305,6.7
808-51-5263,A,Yangon,Normal,Female,Electronic accessories,78.03,9,35.1135,737.3835,25-01-2024,19:00:00,Ewallet,702.27,4.7619,35.1135,5.8
244-65-9645,B,Mandalay,Normal,Male,Fashion accessories,39.94,2,3.994,83.874,22-02-2024,15:46:00,Cash,79.88,4.7619,3.994,5.9
294-89-8015,B,Mandalay,Member,Male,Health and beauty,74.32,2,7.432,156.072,13-04-2024,10:50:00,Credit card,148.64,4.7619,7.432,6.7
633-64-3267,C,Naypyitaw,Member,Male,Sports and travel,87.07,3,13.0605,274.2705,12-04-2024,14:39:00,Credit card,261.21,4.7619,13.0605,5.4
425-60-5092,A,Yangon,Member,Female,Health and beauty,35.66,9,16.047,336.987,07-04-2024,10:08:00,Credit card,320.94,4.7619,16.047,6.3
583-51-5418,A,Yangon,Normal,Female,Food and beverages,45.91,10,22.955,482.055,29-04-2024,20:10:00,Cash,459.1,4.7619,22.955,9
767-10-7192,B,Mandalay,Member,Male,Home and lifestyle,34.44,3,5.166,108.486,17-04-2024,19:24:00,Ewallet,103.32,4.7619,5.166,8.8
384-72-8737,C,Naypyitaw,Normal,Male,Fashion accessories,28.98,9,13.041,273.861,16-06-2024,17:08:00,Credit card,260.82,4.7619,13.041,8.5
786-28-9177,C,Naypyitaw,Normal,Male,Home and lifestyle,18.48,5,4.62,97.02,08-05-2024,18:04:00,Credit card,92.4,4.7619,4.62,7
767-70-5852,B,Mandalay,Member,Female,Fashion accessories,58.9,10,29.45,618.45,09-04-2024,17:09:00,Ewallet,589,4.7619,29.45,9
948-14-5736,B,Mandalay,Normal,Male,Electronic accessories,38.76,1,1.938,40.698,04-01-2024,17:10:00,Cash,38.76,4.7619,1.938,5.7
466-65-7110,B,Mandalay,Normal,Female,Sports and travel,81.39,1,4.0695,85.4595,27-06-2024,13:01:00,Cash,81.39,4.7619,4.0695,7
169-13-1326,A,Yangon,Member,Male,Food and beverages,48.17,7,16.8595,354.0495,05-02-2024,15:11:00,Ewallet,337.19,4.7619,16.8595,9.4
262-35-9933,B,Mandalay,Member,Male,Fashion accessories,16.3,10,8.15,171.15,15-05-2024,20:30:00,Cash,163,4.7619,8.15,5.8
112-83-9758,B,Mandalay,Normal,Male,Fashion accessories,67.58,3,10.137,212.877,13-06-2024,20:32:00,Credit card,202.74,4.7619,10.137,7.4
365-97-6449,A,Yangon,Normal,Male,Fashion accessories,68.26,6,20.478,430.038,23-06-2024,20:57:00,Ewallet,409.56,4.7619,20.478,4.3
655-34-9785,C,Naypyitaw,Normal,Female,Sports and travel,57.35,1,2.8675,60.2175,04-03-2024,19:28:00,Credit card,57.35,4.7619,2.8675,7.6
112-98-9801,A,Yangon,Member,Female,Electronic accessories,18.34,10,9.17,192.57,11-03-2024,20:47:00,Cash,183.4,4.7619,9.17,7.3
750-54-2342,C,Naypyitaw,Normal,Male,Fashion accessories,26.01,1,1.3005,27.3105,19-01-2024,12:10:00,Credit card,26.01,4.7619,1.3005,9.2
850-79-3480,B,Mandalay,Member,Female,Health and beauty,65.39,1,3.2695,68.6595,28-03-2024,19:22:00,Ewallet,65.39,4.7619,3.2695,5.1
799-80-2670,B,Mandalay,Member,Male,Electronic accessories,77.96,2,7.796,163.716,23-04-2024,20:54:00,Credit card,155.92,4.7619,7.796,6
520-70-9719,A,Yangon,Normal,Female,Home and lifestyle,93.04,5,23.26,488.46,31-05-2024,15:48:00,Ewallet,465.2,4.7619,23.26,5.6
265-61-5625,A,Yangon,Normal,Female,Fashion accessories,19.43,4,3.886,81.606,01-02-2024,20:20:00,Ewallet,77.72,4.7619,3.886,7.7
322-33-6514,C,Naypyitaw,Member,Female,Home and lifestyle,50.81,7,17.7835,373.4535,20-01-2024,17:42:00,Ewallet,355.67,4.7619,17.7835,4.5
223-30-2842,C,Naypyitaw,Member,Female,Fashion accessories,55.28,9,24.876,522.396,28-05-2024,20:18:00,Ewallet,497.52,4.7619,24.876,5.9
840-98-5185,B,Mandalay,Normal,Female,Fashion accessories,51.24,1,2.562,53.802,20-03-2024,19:49:00,Ewallet,51.24,4.7619,2.562,8.3
716-16-9012,B,Mandalay,Member,Male,Fashion accessories,19.23,8,7.692,161.532,29-03-2024,18:58:00,Credit card,153.84,4.7619,7.692,7.5
260-13-7016,C,Naypyitaw,Member,Female,Fashion accessories,11.97,3,1.7955,37.7055,25-05-2024,14:07:00,Ewallet,35.91,4.7619,1.7955,7
596-81-9346,A,Yangon,Normal,Female,Sports and travel,59.3,5,14.825,311.325,06-04-2024,16:04:00,Credit card,296.5,4.7619,14.825,4.1
910-75-6432,A,Yangon,Member,Male,Fashion accessories,15.54,1,0.777,16.317,07-06-2024,20:32:00,Cash,15.54,4.7619,0.777,6.9
731-83-4609,B,Mandalay,Member,Male,Fashion accessories,12.21,5,3.0525,64.1025,31-01-2024,16:59:00,Credit card,61.05,4.7619,3.0525,8.2
487-23-7076,B,Mandalay,Normal,Female,Electronic accessories,57.33,10,28.665,601.965,22-04-2024,14:59:00,Cash,573.3,4.7619,28.665,6.8
700-40-6437,B,Mandalay,Normal,Female,Food and beverages,26.33,5,6.5825,138.2325,14-02-2024,19:48:00,Ewallet,131.65,4.7619,6.5825,9.6
645-71-8135,A,Yangon,Member,Female,Fashion accessories,30.04,9,13.518,283.878,19-04-2024,11:05:00,Ewallet,270.36,4.7619,13.518,6.9
434-20-1530,B,Mandalay,Member,Female,Electronic accessories,87.35,8,34.94,733.74,14-06-2024,13:24:00,Ewallet,698.8,4.7619,34.94,5.6
744-42-6052,C,Naypyitaw,Normal,Male,Electronic accessories,10.84,7,3.794,79.674,05-05-2024,19:48:00,Credit card,75.88,4.7619,3.794,9.2
162-61-1790,A,Yangon,Member,Male,Health and beauty,32.91,2,3.291,69.111,17-03-2024,19:50:00,Ewallet,65.82,4.7619,3.291,9.7
564-62-9862,C,Naypyitaw,Member,Male,Fashion accessories,59.92,7,20.972,440.412,12-03-2024,20:56:00,Ewallet,419.44,4.7619,20.972,8.4
304-70-6178,C,Naypyitaw,Member,Male,Health and beauty,24.26,2,2.426,50.946,14-04-2024,20:48:00,Cash,48.52,4.7619,2.426,8.6
582-44-1033,B,Mandalay,Member,Female,Food and beverages,27.26,2,2.726,57.246,20-05-2024,15:39:00,Credit card,54.52,4.7619,2.726,7.5
430-45-3846,B,Mandalay,Member,Male,Health and beauty,69.29,7,24.2515,509.2815,30-05-2024,20:17:00,Credit card,485.03,4.7619,24.2515,8.4
681-39-2700,B,Mandalay,Normal,Female,Home and lifestyle,43.09,7,15.0815,316.7115,25-03-2024,10:09:00,Credit card,301.63,4.7619,15.0815,4.2
365-49-8232,B,Mandalay,Member,Male,Fashion accessories,61.41,3,9.2115,193.4415,02-02-2024,16:33:00,Ewallet,184.23,4.7619,9.2115,4.5
660-63-9328,B,Mandalay,Member,Male,Food and beverages,87.14,5,21.785,457.485,14-04-2024,16:50:00,Cash,435.7,4.7619,21.785,5.9
991-67-7550,A,Yangon,Member,Male,Fashion accessories,46.26,1,2.313,48.573,07-03-2024,20:29:00,Ewallet,46.26,4.7619,2.313,4.9
263-49-4733,A,Yangon,Normal,Female,Sports and travel,74.54,3,11.181,234.801,13-04-2024,17:15:00,Ewallet,223.62,4.7619,11.181,4.2
945-47-2634,B,Mandalay,Normal,Male,Food and beverages,78.21,9,35.1945,739.0845,05-05-2024,11:19:00,Cash,703.89,4.7619,35.1945,9.6
727-61-9581,C,Naypyitaw,Normal,Male,Food and beverages,43.61,2,4.361,91.581,06-02-2024,15:33:00,Cash,87.22,4.7619,4.361,4.6
831-94-5363,C,Naypyitaw,Member,Female,Home and lifestyle,81.27,1,4.0635,85.3335,08-03-2024,13:07:00,Credit card,81.27,4.7619,4.0635,6
746-89-2744,B,Mandalay,Normal,Female,Fashion accessories,57.16,1,2.858,60.018,12-01-2024,14:20:00,Cash,57.16,4.7619,2.858,9.1
552-75-4046,C,Naypyitaw,Normal,Female,Sports and travel,69.26,6,20.778,436.338,27-03-2024,17:08:00,Ewallet,415.56,4.7619,20.778,9
429-95-8668,A,Yangon,Normal,Male,Health and beauty,46.2,8,18.48,388.08,14-04-2024,19:12:00,Credit card,369.6,4.7619,18.48,6.7
748-34-7192,B,Mandalay,Member,Male,Food and beverages,82.53,8,33.012,693.252,12-04-2024,13:59:00,Ewallet,660.24,4.7619,33.012,8.7
414-11-4979,B,Mandalay,Normal,Male,Health and beauty,75.8,1,3.79,79.59,31-01-2024,13:42:00,Ewallet,75.8,4.7619,3.79,7.2
441-60-6868,B,Mandalay,Member,Female,Food and beverages,89.97,6,26.991,566.811,08-05-2024,11:26:00,Cash,539.82,4.7619,26.991,9.3
500-74-5550,B,Mandalay,Member,Male,Sports and travel,21.01,1,1.0505,22.0605,07-02-2024,10:21:00,Ewallet,21.01,4.7619,1.0505,7.3
481-25-1034,B,Mandalay,Member,Female,Food and beverages,42.31,6,12.693,266.553,09-02-2024,20:28:00,Ewallet,253.86,4.7619,12.693,6.8
485-99-7268,C,Naypyitaw,Member,Female,Sports and travel,14.3,10,7.15,150.15,11-06-2024,12:37:00,Ewallet,143,4.7619,7.15,10
235-91-1154,A,Yangon,Member,Female,Fashion accessories,71.89,4,14.378,301.938,21-06-2024,11:36:00,Ewallet,287.56,4.7619,14.378,5.1
537-48-7387,C,Naypyitaw,Member,Male,Home and lifestyle,23.95,8,9.58,201.18,04-03-2024,19:08:00,Credit card,191.6,4.7619,9.58,5.6
406-24-8906,A,Yangon,Member,Male,Sports and travel,82.17,2,8.217,172.557,21-02-2024,12:44:00,Credit card,164.34,4.7619,8.217,8.7
619-46-2560,A,Yangon,Normal,Female,Fashion accessories,46.57,5,11.6425,244.4925,23-04-2024,19:16:00,Ewallet,232.85,4.7619,11.6425,9.7
698-53-5576,C,Naypyitaw,Normal,Female,Sports and travel,15.97,7,5.5895,117.3795,20-05-2024,20:43:00,Credit card,111.79,4.7619,5.5895,6.4
445-95-6040,B,Mandalay,Member,Female,Food and beverages,59.98,3,8.997,188.937,23-06-2024,14:19:00,Cash,179.94,4.7619,8.997,4.9
436-21-7858,A,Yangon,Member,Female,Sports and travel,58.96,8,23.584,495.264,20-04-2024,13:30:00,Cash,471.68,4.7619,23.584,5.5
384-88-7958,C,Naypyitaw,Normal,Male,Sports and travel,67.54,9,30.393,638.253,20-04-2024,10:28:00,Cash,607.86,4.7619,30.393,7.6
124-65-2222,A,Yangon,Normal,Female,Food and beverages,25.93,7,9.0755,190.5855,24-01-2024,15:13:00,Credit card,181.51,4.7619,9.0755,8.5
299-50-9321,A,Yangon,Normal,Female,Health and beauty,74.6,4,14.92,313.32,11-01-2024,16:18:00,Ewallet,298.4,4.7619,14.92,5.6
141-87-3259,A,Yangon,Member,Male,Fashion accessories,33.81,3,5.0715,106.5015,08-04-2024,18:49:00,Ewallet,101.43,4.7619,5.0715,9.7
595-81-7542,B,Mandalay,Normal,Male,Electronic accessories,90.5,4,18.1,380.1,04-04-2024,20:34:00,Ewallet,362,4.7619,18.1,6.7
241-50-5647,B,Mandalay,Member,Male,Fashion accessories,80.3,3,12.045,252.945,18-06-2024,18:39:00,Credit card,240.9,4.7619,12.045,8.5
319-66-1794,C,Naypyitaw,Normal,Female,Home and lifestyle,88.9,1,4.445,93.345,19-05-2024,15:42:00,Cash,88.9,4.7619,4.445,8.7
679-84-2062,B,Mandalay,Member,Female,Food and beverages,90.03,3,13.5045,283.5945,23-03-2024,18:19:00,Ewallet,270.09,4.7619,13.5045,5
362-38-5869,C,Naypyitaw,Normal,Male,Food and beverages,77.8,3,11.67,245.07,31-03-2024,10:51:00,Credit card,233.4,4.7619,11.67,9.2
248-95-1051,A,Yangon,Normal,Male,Fashion accessories,36.37,6,10.911,229.131,31-05-2024,15:46:00,Cash,218.22,4.7619,10.911,5.1
273-83-4835,B,Mandalay,Member,Female,Health and beauty,70.28,4,14.056,295.176,27-06-2024,13:26:00,Ewallet,281.12,4.7619,14.056,5
118-80-6003,B,Mandalay,Normal,Male,Fashion accessories,82.58,6,24.774,520.254,26-03-2024,16:40:00,Credit card,495.48,4.7619,24.774,7.6
631-25-5539,A,Yangon,Member,Male,Sports and travel,47,6,14.1,296.1,30-05-2024,19:10:00,Ewallet,282,4.7619,14.1,8.6
236-33-9236,A,Yangon,Member,Female,Home and lifestyle,89.49,10,44.745,939.645,11-06-2024,20:04:00,Ewallet,894.9,4.7619,44.745,9.2
704-93-7489,C,Naypyitaw,Member,Male,Fashion accessories,22.14,7,7.749,162.729,25-02-2024,17:47:00,Credit card,154.98,4.7619,7.749,9.8
592-83-4577,B,Mandalay,Normal,Female,Sports and travel,77.87,9,35.0415,735.8715,28-04-2024,14:28:00,Credit card,700.83,4.7619,35.0415,7.8
296-14-9283,C,Naypyitaw,Normal,Male,Sports and travel,48.75,3,7.3125,153.5625,11-04-2024,19:59:00,Cash,146.25,4.7619,7.3125,7
632-70-9008,C,Naypyitaw,Normal,Female,Health and beauty,39.02,7,13.657,286.797,31-03-2024,13:40:00,Credit card,273.14,4.7619,13.657,5
506-17-1990,A,Yangon,Normal,Male,Sports and travel,52.41,2,5.241,110.061,04-02-2024,10:51:00,Ewallet,104.82,4.7619,5.241,9.2
286-78-9255,A,Yangon,Member,Male,Home and lifestyle,33.05,3,4.9575,104.1075,21-05-2024,14:34:00,Cash,99.15,4.7619,4.9575,8.8
445-35-8880,C,Naypyitaw,Member,Female,Home and lifestyle,28.48,5,7.12,149.52,11-02-2024,11:25:00,Ewallet,142.4,4.7619,7.12,9.1
528-82-4909,B,Mandalay,Member,Female,Sports and travel,20.92,10,10.46,219.66,18-02-2024,12:47:00,Cash,209.2,4.7619,10.46,6.8
360-91-6187,B,Mandalay,Member,Male,Health and beauty,61.76,6,18.528,389.088,30-03-2024,13:59:00,Ewallet,370.56,4.7619,18.528,4.4
201-18-6231,C,Naypyitaw,Normal,Female,Electronic accessories,74.29,7,26.0015,546.0315,11-02-2024,13:18:00,Cash,520.03,4.7619,26.0015,5.4
976-60-7220,B,Mandalay,Normal,Female,Health and beauty,12.95,5,3.2375,67.9875,02-06-2024,16:12:00,Ewallet,64.75,4.7619,3.2375,6.1
895-72-2882,C,Naypyitaw,Normal,Male,Home and lifestyle,72.26,9,32.517,682.857,09-06-2024,20:32:00,Cash,650.34,4.7619,32.517,7.3
750-77-9717,B,Mandalay,Normal,Male,Electronic accessories,29.03,2,2.903,60.963,29-01-2024,12:46:00,Ewallet,58.06,4.7619,2.903,8.3
389-88-4304,A,Yangon,Normal,Male,Fashion accessories,97.01,4,19.402,407.442,11-04-2024,11:26:00,Cash,388.04,4.7619,19.402,6.5
203-96-9817,C,Naypyitaw,Member,Female,Fashion accessories,72.75,4,14.55,305.55,23-05-2024,12:14:00,Ewallet,291,4.7619,14.55,5.7
